movie_title,Watch[1] or Not[0]
A Nightmare on Elm Street 4: The Dream MasteråÊ,81
Miracles from HeavenåÊ,41
"Dude, Where's My Car?åÊ",6
Young GunsåÊ,50
St. VincentåÊ,50
About Last NightåÊ,6
10 Things I Hate About YouåÊ,56
The New GuyåÊ,72
Loaded Weapon 1åÊ,13
The ShallowsåÊ,52
The Butterfly EffectåÊ,5
Snow DayåÊ,41
This ChristmasåÊ,6
Baby GeniusesåÊ,13
The Big HitåÊ,13
Harriet the SpyåÊ,25
Child's Play 2åÊ,13
No Good DeedåÊ,52
The MiståÊ,25
Ex MachinaåÊ,25
Being John MalkovichåÊ,62
Two Can Play That GameåÊ,62
Earth to EchoåÊ,56
Crazy/BeautifulåÊ,43
Letters from Iwo JimaåÊ,23
The Astronaut FarmeråÊ,42
WooåÊ,14
RoomåÊ,23
Dirty WorkåÊ,42
Serial MomåÊ,14
DickåÊ,88
Del 1 - MÌ_n som hatar kvinnoråÊ            ,25
Light It UpåÊ,88
54åÊ,43
Bubble BoyåÊ,63
Birthday GirlåÊ,63
21 & OveråÊ,25
"Paris, je t'aimeåÊ",63
Resurrecting the ChampåÊ,33
AdmissionåÊ,43
The Widow of Saint-PierreåÊ,33
ChloeåÊ,33
FaithfulåÊ,33
BrothersåÊ,13
Find Me GuiltyåÊ,66
The Perks of Being a WallfloweråÊ,43
Excessive ForceåÊ,66
InfamousåÊ,66
The ClaimåÊ,5
The Vatican TapesåÊ,66
Attack the BlockåÊ,66
In the Land of Blood and HoneyåÊ,5
The CallåÊ,81
Operation ChromiteåÊ,5
The Crocodile Hunter: Collision CourseåÊ,13
I Love You Phillip MorrisåÊ,66
Quest for FireåÊ,25
Antwone FisheråÊ,0
The Emperor's ClubåÊ,23
True RomanceåÊ,74
WombåÊ,25
Glengarry Glen RossåÊ,42
The Killer Inside MeåÊ,5
Cat PeopleåÊ,25
Sorority RowåÊ,74
The Prisoner of ZendaåÊ,25
Lars and the Real GirlåÊ,88
The Boy in the Striped PajamasåÊ,14
Dancer in the DarkåÊ,63
Oscar and LucindaåÊ,66
The FuneralåÊ,66
Solitary ManåÊ,63
MacheteåÊ,13
Casino JackåÊ,66
The Land Before TimeåÊ,6
Tae Guk Gi: The Brotherhood of WaråÊ,66
The Perfect GameåÊ,66
The ExorciståÊ,24
JawsåÊ,35
American PieåÊ,76
Ernest & CelestineåÊ,5
The Golden ChildåÊ,77
Think Like a ManåÊ,79
BarbershopåÊ,21
Star Trek II: The Wrath of KhanåÊ,77
Ace Ventura: Pet DetectiveåÊ,68
WarGamesåÊ,77
WitnessåÊ,10
Act of ValoråÊ,46
Step UpåÊ,10
Beavis and Butt-Head Do AmericaåÊ,92
Jackie BrownåÊ,28
Harold & Kumar Escape from Guantanamo BayåÊ,56
ChronicleåÊ,92
YentlåÊ,72
Time BanditsåÊ,73
CrossroadsåÊ,75
Project XåÊ,22
PattonåÊ,25
One Hour PhotoåÊ,57
QuarantineåÊ,57
The EyeåÊ,57
Johnson Family VacationåÊ,57
How HighåÊ,57
The Muppet Christmas CarolåÊ,13
Casino RoyaleåÊ,67
FridaåÊ,25
Katy Perry: Part of MeåÊ,25
The Fault in Our StarsåÊ,94
RoundersåÊ,62
Top FiveåÊ,25
ProphecyåÊ,25
Stir of EchoesåÊ,0
Spartacus: War of the DamnedåÊ            ,25
PhilomenaåÊ,56
The Upside of AngeråÊ,86
The Boys from BrazilåÊ,25
AquamarineåÊ,86
Paper TownsåÊ,57
My Baby's DaddyåÊ,43
NebraskaåÊ,43
Tales from the Crypt: Demon KnightåÊ,0
Max Keeble's Big MoveåÊ,43
Young AdultåÊ,83
CrankåÊ,13
How to Be a PlayeråÊ,23
Living Out LoudåÊ,74
Just WrightåÊ,0
Rachel Getting MarriedåÊ,74
The Postman Always Rings TwiceåÊ,25
Girl with a Pearl EarringåÊ,74
Das BootåÊ,74
The AlamoåÊ,62
Sorority BoysåÊ,42
About TimeåÊ,83
House of Flying DaggersåÊ,42
ArbitrageåÊ,14
Project AlmanacåÊ,62
Cadillac RecordsåÊ,14
ScrewedåÊ,88
FortressåÊ,88
For Your ConsiderationåÊ,88
CelebrityåÊ,63
Running with ScissorsåÊ,88
From Justin to KellyåÊ,63
Girl 6åÊ,63
In the CutåÊ,63
Two LoversåÊ,33
Last OrdersåÊ,33
The HoståÊ,33
The Pursuit of D.B. CooperåÊ,25
RavenousåÊ,66
Charlie BartlettåÊ,63
The Great BeautyåÊ,33
The Dangerous Lives of Altar BoysåÊ,66
StokeråÊ,66
2046åÊ,5
Married LifeåÊ,66
DumaåÊ,66
OndineåÊ,5
BrotheråÊ,5
Welcome to CollinwoodåÊ,5
Critical CareåÊ,5
The Life Before Her EyesåÊ,5
Darling CompanionåÊ,66
TradeåÊ,5
FatelessåÊ,5
Breakfast of ChampionsåÊ,5
"A Woman, a Gun and a Noodle ShopåÊ",5
CypheråÊ,25
City of Life and DeathåÊ,5
HomeåÊ,49
Legend of Kung Fu RabbitåÊ,25
Space Battleship YamatoåÊ,25
5 Days of WaråÊ,5
TriangleåÊ,25
10 Days in a MadhouseåÊ,5
Heaven Is for RealåÊ,79
SnatchåÊ,72
Dancin' It's OnåÊ,25
Pet SemataryåÊ,60
MadadayoåÊ,5
The Cry of the OwlåÊ,25
A Tale of Three CitiesåÊ,25
GremlinsåÊ,59
Star Wars: Episode IV - A New HopeåÊ,70
Dirty GrandpaåÊ,37
Doctor ZhivagoåÊ,34
TrashåÊ,5
High School Musical 3: Senior YearåÊ,79
The FighteråÊ,16
Jackass Number TwoåÊ,68
My Cousin VinnyåÊ,52
If I StayåÊ,81
Drive HardåÊ,25
Major LeagueåÊ,81
St. Trinian'såÊ,25
Phone BoothåÊ,6
A Walk to RememberåÊ,28
Dead Man WalkingåÊ,56
Cruel IntentionsåÊ,56
Saw VIåÊ,13
History of the World: Part IåÊ,25
The Secret Life of BeesåÊ,56
Corky RomanoåÊ,97
Raising CainåÊ,0
F.I.S.T.åÊ,25
Invaders from MarsåÊ,63
BrooklynåÊ,56
Barry LyndonåÊ,25
Out ColdåÊ,23
The Ladies ManåÊ,23
QuartetåÊ,86
TomcatsåÊ,23
FrailtyåÊ,23
Woman in GoldåÊ,12
KinseyåÊ,42
Army of DarknessåÊ,74
SlackersåÊ,63
What's Eating Gilbert GrapeåÊ,14
The Visual Bible: The Gospel of JohnåÊ,63
Vera DrakeåÊ,63
The GuruåÊ,33
The Perez FamilyåÊ,33
Inside Llewyn DavisåÊ,23
OåÊ,83
Return to the Blue LagoonåÊ,33
The Molly MaguiresåÊ,25
Romance & CigarettesåÊ,5
Copying BeethovenåÊ,5
PoltergeiståÊ,21
Brighton RockåÊ,25
Saw VåÊ,22
Machine Gun McCainåÊ,25
LOLåÊ,25
JindabyneåÊ,5
Kabhi Alvida Naa KehnaåÊ,33
An Ideal HusbandåÊ,86
The Last Days on MarsåÊ,5
DarknessåÊ,62
2001: A Space OdysseyåÊ,22
E.T. the Extra-TerrestrialåÊ,71
In the Land of WomenåÊ,42
The Blue ButterflyåÊ,25
There Goes My BabyåÊ,5
LovesickåÊ            ,25
HousefullåÊ,66
September DawnåÊ,66
For Greater Glory: The True Story of CristiadaåÊ,88
La Famille BÌ©lieråÊ,25
Good Will HuntingåÊ,65
MisconductåÊ,25
Saw IIIåÊ,77
StripesåÊ,89
Bring It OnåÊ,46
The Purge: Election YearåÊ,77
She's All ThatåÊ,92
PreciousåÊ,6
Saw IVåÊ,92
White NoiseåÊ,22
Madea's Family ReunionåÊ,92
The Color of MoneyåÊ,52
The Longest DayåÊ,25
The Mighty DucksåÊ,81
The GrudgeåÊ,58
Happy GilmoreåÊ,56
Jeepers CreepersåÊ,56
Bill & Ted's Excellent AdventureåÊ,28
Oliver!åÊ,43
The Best Exotic Marigold HotelåÊ,6
Recess: School's OutåÊ,75
Mad Max Beyond ThunderdomeåÊ,75
CommandoåÊ,25
The BoyåÊ,75
DevilåÊ,12
Friday After NextåÊ,12
Insidious: Chapter 3åÊ,52
The Last DragonåÊ,12
SnatchåÊ,72
The Lawnmower ManåÊ,57
Nick and Norah's Infinite PlayliståÊ,57
DogmaåÊ,72
The Banger SistersåÊ,72
Twilight Zone: The MovieåÊ,72
Road HouseåÊ,72
A Low Down Dirty ShameåÊ,72
SwimfanåÊ,13
Employee of the MonthåÊ,13
Can't Hardly WaitåÊ,25
The OutsidersåÊ,25
Pete's DragonåÊ,25
The Dead ZoneåÊ,25
Sinister 2åÊ,13
SparkleåÊ,97
ValentineåÊ,0
The Fourth KindåÊ,25
A Prairie Home CompanionåÊ,0
Sugar HillåÊ,86
Invasion U.S.A.åÊ,25
Roll BounceåÊ,43
RushmoreåÊ,43
SkylineåÊ,0
The Second Best Exotic Marigold HotelåÊ,12
Kit Kittredge: An American GirlåÊ,43
The Perfect ManåÊ,83
Mo' Better BluesåÊ,83
Kung Pow: Enter the FiståÊ,83
TremorsåÊ,43
Wrong TurnåÊ,83
The Long RidersåÊ,25
The CorruptoråÊ,83
MudåÊ,0
Reno 911!: MiamiåÊ,0
One Direction: This Is UsåÊ,72
"The Goods: Live Hard, Sell HardåÊ",83
Hey Arnold! The MovieåÊ,23
My Week with MarilynåÊ,23
The MatadoråÊ,74
Love JonesåÊ,74
The GiftåÊ,50
End of the SpearåÊ,74
Get Over ItåÊ,74
Office SpaceåÊ,42
Drop Dead GorgeousåÊ,42
Big EyesåÊ,23
Very Bad ThingsåÊ,42
SleepoveråÊ,14
Body DoubleåÊ,25
MacGruberåÊ,14
Dirty Pretty ThingsåÊ,14
Movie 43åÊ,14
The TouriståÊ,10
Over Her Dead BodyåÊ,14
Seeking a Friend for the End of the WorldåÊ,88
Cedar RapidsåÊ,88
BonesåÊ            ,25
American History XåÊ,88
The CollectionåÊ,88
Teacher's PetåÊ,88
The Red ViolinåÊ,42
The Straight StoryåÊ,88
Deuces WildåÊ,88
Bad WordsåÊ,14
"Run, Fatboy, RunåÊ",88
HeartbeepsåÊ,25
Black or WhiteåÊ,0
On the LineåÊ,63
Rescue DawnåÊ,88
Danny CollinsåÊ,63
"Jeff, Who Lives at HomeåÊ",63
I Am LoveåÊ,63
Atlas Shrugged II: The StrikeåÊ,33
Romeo Is BleedingåÊ,33
The LimeyåÊ,33
CrashåÊ,52
The House of MirthåÊ,33
MaloneåÊ,33
Peaceful WarrioråÊ,66
Bucky Larson: Born to Be a StaråÊ,33
BamboozledåÊ,33
The ForeståÊ,13
SphinxåÊ,66
While We're YoungåÊ,14
A Better LifeåÊ,66
SpideråÊ,66
Gun ShyåÊ,66
Nicholas NicklebyåÊ,66
The IcemanåÊ,66
DekalogåÊ            ,5
KrrishåÊ,25
Cecil B. DeMentedåÊ,66
Killer JoeåÊ,66
The JonesesåÊ,66
Owning MahownyåÊ,66
The Brothers SolomonåÊ,66
My Blueberry NightsåÊ,66
IlluminataåÊ,66
Swept AwayåÊ,5
"War, Inc.åÊ",5
Shaolin SocceråÊ,5
The Brown BunnyåÊ,5
The SwindleåÊ,5
RosewateråÊ,33
The Chambermaid on the TitanicåÊ,5
CoriolanusåÊ,5
Imaginary HeroesåÊ,5
High Heels and Low LifesåÊ,5
World's Greatest DadåÊ,5
SeveranceåÊ,5
EdmondåÊ,5
Welcome to the RileysåÊ,5
Police Academy: Mission to MoscowåÊ,5
Blood Done Sign My NameåÊ,5
"Cinco de Mayo, La BatallaåÊ",5
Elsa & FredåÊ,25
An Alan Smithee Film: Burn Hollywood BurnåÊ,5
The Open RoadåÊ,5
The Good GuyåÊ,5
MotherhoodåÊ,5
Free StyleåÊ,5
StrangerlandåÊ,25
The Janky PromotersåÊ,25
Blonde AmbitionåÊ,5
The Oxford MurdersåÊ,5
The ReefåÊ,25
EulogyåÊ,5
White Noise 2: The LightåÊ,25
You Got Served: Beat the WorldåÊ,25
Fifty Dead Men WalkingåÊ,25
Jungle ShuffleåÊ,25
Adam ResurrectedåÊ,25
Of Horses and MenåÊ,5
It's a Wonderful AfterlifeåÊ,25
The Devil's TombåÊ,25
PartitionåÊ,25
Good IntentionsåÊ,25
"The Good, the Bad, the WeirdåÊ",5
Nurse 3DåÊ,25
GunlessåÊ,25
AdventurelandåÊ,83
The Lost CityåÊ,33
Next FridayåÊ,60
American HeiståÊ,25
You Only Live TwiceåÊ,73
PlasticåÊ,25
AmouråÊ,5
Poltergeist IIIåÊ,23
Re-KillåÊ,25
"It's a Mad, Mad, Mad, Mad WorldåÊ",6
VolveråÊ,74
Heavy MetalåÊ,25
Gentlemen BroncosåÊ,5
Richard IIIåÊ,33
Into the Grizzly MazeåÊ,25
KitesåÊ,66
MelancholiaåÊ,33
Red DogåÊ,25
Jab Tak Hai JaanåÊ,33
AlienåÊ,77
The Texas Chain Saw MassacreåÊ,57
The RunawaysåÊ,33
Fiddler on the RoofåÊ,81
ThunderballåÊ,92
DetentionåÊ,25
Loose CannonsåÊ,25
Set It OffåÊ,75
The Best ManåÊ,37
Child's PlayåÊ,12
SickoåÊ,97
The Purge: AnarchyåÊ,46
Down to YouåÊ,0
Harold & Kumar Go to White CastleåÊ,86
The ContenderåÊ,43
Boiler RoomåÊ,43
Trading PlacesåÊ,79
Black ChristmasåÊ,83
Breakin' All the RulesåÊ,74
Henry VåÊ,42
The SavagesåÊ,88
Chasing PapiåÊ,88
The Way of the GunåÊ,88
Igby Goes DownåÊ,63
PCUåÊ,63
The Ultimate GiftåÊ,33
The Bold and the BeautifulåÊ            ,25
The Ice PiratesåÊ,25
GracieåÊ,33
Trust the ManåÊ,66
Hamlet 2åÊ,63
Velvet GoldmineåÊ,66
The WailingåÊ,5
Glee: The 3D Concert MovieåÊ,74
The Legend of SuriyothaiåÊ,5
Two Evil EyesåÊ,5
BarbecueåÊ,25
All or NothingåÊ,5
Princess KaiulaniåÊ,66
Opal DreamåÊ,5
HeiståÊ,25
Flame and CitronåÊ,5
UndiscoveredåÊ,66
Red Riding: In the Year of Our Lord 1974åÊ,25
The Girl on the TrainåÊ,5
Veronika Decides to DieåÊ,25
Crocodile DundeeåÊ,9
"Ultramarines: A Warhammer 40,000 MovieåÊ",25
The I InsideåÊ,25
Beneath Hill 60åÊ,25
PolisseåÊ,5
AwakeåÊ,23
Star Wars: The Clone WarsåÊ            ,25
Skin TradeåÊ,5
The Lost BoysåÊ,57
Crazy HeartåÊ,28
The RoseåÊ,72
Baggage ClaimåÊ,0
BarbarellaåÊ,25
ShipwreckedåÊ,25
ElectionåÊ,83
The NamesakeåÊ,23
The DUFFåÊ,37
GlitteråÊ,63
The Haunting in Connecticut 2: Ghosts of GeorgiaåÊ,25
SilmidoåÊ,25
Bright StaråÊ,63
My Name Is KhanåÊ,63
FootlooseåÊ,77
All Is LoståÊ,88
LimboåÊ,66
Namastey LondonåÊ,66
The Wind That Shakes the BarleyåÊ,66
Yeh Jawaani Hai DeewaniåÊ,63
The Karate KidåÊ,79
Quo VadisåÊ,25
Repo! The Genetic OperaåÊ,5
Valley of the Wolves: IraqåÊ,25
Pulp FictionåÊ,58
The Muppet MovieåÊ,21
NightcrawleråÊ,57
Club DreadåÊ,63
The Sound of MusicåÊ,51
SplashåÊ,46
Little Miss SunshineåÊ,41
Stand by MeåÊ,52
28 Days Later...åÊ,50
You Got ServedåÊ,28
Escape from AlcatrazåÊ,75
Brown SugaråÊ,13
A Thin Line Between Love and HateåÊ,37
50/50åÊ,37
ShutteråÊ,25
CreepshowåÊ,25
That Awkward MomentåÊ,25
Modern ProblemsåÊ,25
KicksåÊ,25
Much Ado About NothingåÊ,62
On Her Majesty's Secret ServiceåÊ,62
The PlayeråÊ            ,25
New NightmareåÊ,43
Drive Me CrazyåÊ,43
Akeelah and the BeeåÊ,86
Half BakedåÊ,43
New in TownåÊ,43
SyrianaåÊ,81
American PsychoåÊ,83
The Good GirlåÊ,23
Bon Cop Bad CopåÊ,25
The Boondock Saints II: All Saints DayåÊ,42
The City of Your Final DestinationåÊ,25
Enough SaidåÊ,43
Easy AåÊ,60
The InkwellåÊ,14
Shadow of the VampireåÊ,14
PromåÊ,42
The PallbeareråÊ,25
Held UpåÊ,63
Woman on TopåÊ,63
Howards EndåÊ,25
PreacheråÊ            ,25
AnomalisaåÊ,33
Another YearåÊ,33
8 WomenåÊ,33
Showdown in Little TokyoåÊ,33
Clay PigeonsåÊ,66
It's Kind of a Funny StoryåÊ,88
Made in DagenhamåÊ,66
When Did You Last See Your Father?åÊ,66
PrefontaineåÊ,5
The Wicked LadyåÊ,25
The Secret of KellsåÊ,5
Begin AgainåÊ,83
Down in the ValleyåÊ,5
Brooklyn RulesåÊ,5
RestlessåÊ,25
The Singing DetectiveåÊ,5
The Land GirlsåÊ,5
FidoåÊ,5
The Wendell Baker StoryåÊ,5
Wild TargetåÊ,5
PathologyåÊ,5
Wuthering HeightsåÊ            ,25
10th & WolfåÊ,5
Dear WendyåÊ,5
AloftåÊ,5
AkiraåÊ,5
The Death and Life of Bobby ZåÊ,25
The Rocket: The Legend of Rocket RichardåÊ,25
SwelteråÊ,25
My Lucky StaråÊ,5
Imagine Me & YouåÊ,5
Mr. ChurchåÊ,25
Swimming PoolåÊ,42
Green Street 3: Never Back DownåÊ,25
The Blood of HeroesåÊ,66
Code of HonoråÊ,25
Driving Miss DaisyåÊ,58
Soul FoodåÊ,73
Rumble in the BronxåÊ,57
Far from MenåÊ,25
Thank You for SmokingåÊ,97
Hostel: Part IIåÊ,43
An EducationåÊ,74
ShopgirlåÊ,42
The Hotel New HampshireåÊ,63
NarcåÊ,42
Men with BroomsåÊ,63
Witless ProtectionåÊ,63
The Work and the GloryåÊ,33
ExtractåÊ,42
Masked and AnonymousåÊ,5
Alias BettyåÊ,5
Code 46åÊ,5
Outside BetåÊ,25
CrashåÊ,52
Albert NobbsåÊ,33
Black NovemberåÊ,25
Ta Ra Rum PumåÊ,66
PersepolisåÊ,63
The HoleåÊ,25
The WaveåÊ,25
The Neon DemonåÊ,66
Harry BrownåÊ,66
Spider-Man 3åÊ,99
The Omega CodeåÊ,74
JunoåÊ,4
Pound of FleshåÊ,25
Diamonds Are ForeveråÊ,50
The GodfatheråÊ,30
FlashdanceåÊ,91
500 Days of SummeråÊ,57
The PianoåÊ,28
Magic MikeåÊ,34
Darkness FallsåÊ,57
Live and Let DieåÊ,37
My Dog SkipåÊ,37
"Definitely, MaybeåÊ",57
Jumping the BroomåÊ,56
The Great GatsbyåÊ,4
"Good Night, and Good Luck.åÊ",57
CapoteåÊ,72
DesperadoåÊ,25
The ClaimåÊ,5
FargoåÊ            ,25
Logan's RunåÊ,25
The Man with the Golden GunåÊ,0
Action JacksonåÊ,0
The DescentåÊ,25
Michael Jordan to the MaxåÊ,86
Devil's DueåÊ,83
Flirting with DisasteråÊ,83
The Devil's RejectsåÊ,43
Buffy the Vampire SlayeråÊ            ,25
DopeåÊ,43
In Too DeepåÊ,23
SkyfallåÊ,7
House of 1000 CorpsesåÊ,74
Alien ZoneåÊ,25
A Serious ManåÊ,14
Get LowåÊ,14
WarlockåÊ,14
Beyond the LightsåÊ,23
A Single ManåÊ,14
The Last Temptation of ChriståÊ,14
Outside ProvidenceåÊ,14
Bride & PrejudiceåÊ,88
Rabbit-Proof FenceåÊ,88
Who's Your Caddy?åÊ,88
Split SecondåÊ,88
NikitaåÊ            ,25
The Other Side of HeavenåÊ,63
Dark AngelåÊ            ,25
Veer-ZaaraåÊ,33
RedbeltåÊ,33
CyrusåÊ,14
A Dog of FlandersåÊ,33
Auto FocusåÊ,66
Factory GirlåÊ,66
We Need to Talk About KevinåÊ,66
The Christmas CandleåÊ,33
The Mighty MacsåÊ,66
Losin' ItåÊ,25
Mother and ChildåÊ,66
March or DieåÊ,66
Les visiteursåÊ,5
SomewhereåÊ,66
I Hope They Serve Beer in HellåÊ,66
Chairman of the BoardåÊ,5
HesheråÊ,5
Dom HemingwayåÊ,5
GerryåÊ,5
The Heart of MeåÊ,5
FreeheldåÊ,5
The Extra ManåÊ,5
Hard to Be a GodåÊ,25
Ca$håÊ,5
Wah-WahåÊ,5
The Boondock SaintsåÊ,25
Z StormåÊ,25
TwixtåÊ,25
Snow QueenåÊ,25
Alpha and Omega 4: The Legend of the Saw Toothed CaveåÊ,25
Pale RideråÊ,73
Stargate: The Ark of TruthåÊ,25
Dazed and ConfusedåÊ,14
High School Musical 2åÊ,25
Two Lovers and a BearåÊ,25
Criminal ActivitiesåÊ,25
Aimee & JaguaråÊ,66
The ChumscrubberåÊ,5
ShadeåÊ,5
House at the End of the StreetåÊ,57
IncendiesåÊ,88
"Remember Me, My LoveåÊ",5
Perrier's BountyåÊ,5
Elite SquadåÊ,5
AnnabelleåÊ,89
Bran Nue DaeåÊ,5
Boyz n the HoodåÊ,60
La BambaåÊ,52
The Four SeasonsåÊ,25
Dressed to KillåÊ,57
The Adventures of Huck FinnåÊ,97
GoåÊ,43
Friends with MoneyåÊ,23
The Andromeda StrainåÊ,25
BatsåÊ,42
Nowhere in AfricaåÊ,88
ShameåÊ,63
Layer CakeåÊ,33
The Work and the Glory II: American ZionåÊ,66
The EaståÊ,33
A Home at the End of the WorldåÊ,66
AberdeenåÊ,5
The MessengeråÊ,5
TrackeråÊ,25
ControlåÊ,66
The TerminatoråÊ,56
Good Bye Lenin!åÊ,63
The Damned UnitedåÊ,5
The Return of the Living DeadåÊ,25
GomorrahåÊ            ,25
MallratsåÊ,33
GreaseåÊ,69
PlatoonåÊ,65
Fahrenheit 9/11åÊ,11
Butch Cassidy and the Sundance KidåÊ,20
Mary PoppinsåÊ,20
Ordinary PeopleåÊ,22
Around the World in 80 DaysåÊ,97
West Side StoryåÊ,50
CaddyshackåÊ,28
The BrothersåÊ,13
The WoodåÊ,25
The Usual SuspectsåÊ,62
A Nightmare on Elm Street 5: The Dream ChildåÊ,62
Van Wilder: Party LiaisonåÊ,0
The WrestleråÊ,25
Duel in the SunåÊ,0
Best in ShowåÊ,86
Escape from New YorkåÊ,25
School DazeåÊ,23
Daddy Day CampåÊ,23
Mr. Nice GuyåÊ,74
A Mighty WindåÊ,43
Mystic PizzaåÊ,74
War & PeaceåÊ            ,25
Sliding DoorsåÊ,74
Tales from the HoodåÊ,74
The Last King of ScotlandåÊ,43
Halloween 5åÊ,74
BernieåÊ,14
Dolphins and Whales 3D: Tribes of the OceanåÊ,14
PollockåÊ,14
200 CigarettesåÊ,88
The WordsåÊ,74
Casa de mi PadreåÊ,88
City IslandåÊ,88
The GuardåÊ,63
CollegeåÊ,63
The Virgin SuicidesåÊ,63
Little VoiceåÊ,63
Miss MarchåÊ,63
Wish I Was HereåÊ,33
Simply IrresistibleåÊ,63
Veronica MarsåÊ            ,25
Hedwig and the Angry InchåÊ,33
Only the StrongåÊ,33
Goddess of LoveåÊ,25
Shattered GlassåÊ,33
NovocaineåÊ,66
The Business of StrangersåÊ,66
The Wild BunchåÊ,25
The WacknessåÊ,66
The Great Train RobberyåÊ,25
Morvern CallaråÊ,5
Beastmaster 2: Through the Portal of TimeåÊ,66
The 5th QuarteråÊ,5
The Flower of EvilåÊ,5
The GreateståÊ,5
Snow Flower and the Secret FanåÊ,66
Come Early MorningåÊ,5
Lucky BreakåÊ,5
JuliaåÊ,25
"Surfer, DudeåÊ",5
Lake of FireåÊ,5
11:14åÊ,25
Men of WaråÊ,25
Don McKayåÊ,25
DeadfallåÊ,5
A Shine of RainbowsåÊ,25
The Hit ListåÊ,25
EmmaåÊ            ,25
VideodromeåÊ,25
L'auberge espagnoleåÊ,63
Song OneåÊ,5
Murder by NumbersåÊ,57
Winter in WartimeåÊ,5
Freaky DeakyåÊ,25
The TrainåÊ,25
Trade of InnocentsåÊ,5
The ProtectoråÊ,74
Stiff Upper LipsåÊ,5
The InbetweenersåÊ            ,25
Bend It Like BeckhamåÊ,12
Sunshine StateåÊ,33
CrossoveråÊ,88
Khiladi 786åÊ,5
[Rec] 2åÊ,5
Standing OvationåÊ,5
The StingåÊ,29
Chariots of FireåÊ,60
Diary of a Mad Black WomanåÊ,81
ShineåÊ,75
Don JonåÊ,97
High Plains DrifteråÊ,25
Ghost WorldåÊ,88
IrisåÊ,66
GalaxinaåÊ,25
The ChorusåÊ,33
Mambo ItalianoåÊ,88
WonderlandåÊ,66
Do the Right ThingåÊ,13
Harvard ManåÊ,5
Le HavreåÊ,5
IrreversibleåÊ,5
R100åÊ,5
Rang De BasantiåÊ,33
AnimalsåÊ,25
Salvation BoulevardåÊ,5
The TenåÊ,5
A Room for Romeo BrassåÊ,5
HeadhuntersåÊ,66
GrabbersåÊ,25
Saint RalphåÊ,66
Miss JulieåÊ,25
Somewhere in TimeåÊ,25
Dum Maaro DumåÊ,5
Insidious: Chapter 2åÊ,89
Saw IIåÊ,2
10 Cloverfield LaneåÊ,68
Jackass: The MovieåÊ,92
Lights OutåÊ,22
Paranormal Activity 3åÊ,20
OuijaåÊ,81
A Nightmare on Elm Street 3: Dream WarriorsåÊ,50
The GiftåÊ,50
Instructions Not IncludedåÊ,50
Paranormal Activity 4åÊ,52
The RobeåÊ,75
The Return of the Pink PantheråÊ,25
Freddy's Dead: The Final NightmareåÊ,37
MonsteråÊ,37
"20,000 Leagues Under the SeaåÊ",25
Paranormal Activity: The Marked OnesåÊ,12
The Elephant ManåÊ,25
Dallas Buyers ClubåÊ,13
The Lazarus EffectåÊ,25
MementoåÊ,25
OculusåÊ,13
Clerks IIåÊ,97
Billy ElliotåÊ,62
The Way Way BackåÊ,0
House Party 2åÊ,86
The Man from Snowy RiveråÊ,25
Doug's 1st MovieåÊ,86
The ApostleåÊ,0
Mommie DeareståÊ,25
Our Idiot BrotheråÊ,97
RaceåÊ,86
The Players ClubåÊ,62
OåÊ,83
"As Above, So BelowåÊ",0
AddictedåÊ,43
Eve's BayouåÊ,83
Still AliceåÊ,86
The EgyptianåÊ,25
NighthawksåÊ,25
Friday the 13th Part VIII: Jason Takes ManhattanåÊ,23
My Big Fat Greek WeddingåÊ,85
Spring BreakersåÊ,23
Halloween: The Curse of Michael MyersåÊ,83
Y Tu MamÌÁ TambiÌ©nåÊ,23
Shaun of the DeadåÊ,23
The Haunting of Molly HartleyåÊ,23
Lone StaråÊ,23
Halloween 4: The Return of Michael MyersåÊ,43
April Fool's DayåÊ,74
DineråÊ,23
Lone Wolf McQuadeåÊ,74
Apollo 18åÊ,43
Sunshine CleaningåÊ,74
No EscapeåÊ,13
The BeastmasteråÊ,25
Solomon and ShebaåÊ,25
Fifty Shades of BlackåÊ,74
Not Easily BrokenåÊ,42
A Farewell to ArmsåÊ,25
The Perfect MatchåÊ,42
Digimon: The MovieåÊ,42
Saved!åÊ,14
The Barbarian InvasionsåÊ,33
Robin and MarianåÊ,25
The ForsakenåÊ,88
Force 10 from NavaroneåÊ,25
UHFåÊ,88
Grandma's BoyåÊ,88
Slums of Beverly HillsåÊ,88
Once Upon a Time in the WeståÊ,25
MadeåÊ,63
MoonåÊ,63
Keeping Up with the SteinsåÊ,63
Sea Rex 3D: Journey to a Prehistoric WorldåÊ,63
The Sweet HereafteråÊ,63
Of Gods and MenåÊ,63
Bottle ShockåÊ,63
Jekyll and Hyde... Together AgainåÊ,25
Heavenly CreaturesåÊ,33
90 Minutes in HeavenåÊ,63
Everything Must GoåÊ,33
Zero EffectåÊ,66
The MachiniståÊ,66
Light SleeperåÊ,66
Kill the MessengeråÊ,33
Rabbit HoleåÊ,33
Party MonsteråÊ,5
Green RoomåÊ,33
The Oh in OhioåÊ,25
Atlas Shrugged: Who Is John Galt?åÊ,66
Bottle RocketåÊ,66
Albino AlligatoråÊ,5
"Gandhi, My FatheråÊ",5
Standard Operating ProcedureåÊ,5
Out of the BlueåÊ,25
Tucker and Dale vs EvilåÊ,5
"Lovely, StillåÊ",5
TycoonåÊ,25
Desert BlueåÊ,5
DecoysåÊ,25
