movie_title,Watch[1] or Not[0]
A Nightmare on Elm Street 4: The Dream MasteråÊ,0
Miracles from HeavenåÊ,0
"Dude, Where's My Car?åÊ",0
Young GunsåÊ,0
St. VincentåÊ,0
About Last NightåÊ,0
10 Things I Hate About YouåÊ,0
The New GuyåÊ,0
Loaded Weapon 1åÊ,0
The ShallowsåÊ,0
The Butterfly EffectåÊ,0
Snow DayåÊ,0
This ChristmasåÊ,0
Baby GeniusesåÊ,0
The Big HitåÊ,0
Harriet the SpyåÊ,0
Child's Play 2åÊ,0
No Good DeedåÊ,0
The MiståÊ,0
Ex MachinaåÊ,0
Being John MalkovichåÊ,0
Two Can Play That GameåÊ,0
Earth to EchoåÊ,0
Crazy/BeautifulåÊ,0
Letters from Iwo JimaåÊ,0
The Astronaut FarmeråÊ,0
WooåÊ,0
RoomåÊ,0
Dirty WorkåÊ,0
Serial MomåÊ,0
DickåÊ,0
Del 1 - MÌ_n som hatar kvinnoråÊ            ,0
Light It UpåÊ,0
54åÊ,0
Bubble BoyåÊ,0
Birthday GirlåÊ,0
21 & OveråÊ,0
"Paris, je t'aimeåÊ",0
Resurrecting the ChampåÊ,0
AdmissionåÊ,0
The Widow of Saint-PierreåÊ,0
ChloeåÊ,0
FaithfulåÊ,0
BrothersåÊ,0
Find Me GuiltyåÊ,0
The Perks of Being a WallfloweråÊ,0
Excessive ForceåÊ,0
InfamousåÊ,0
The ClaimåÊ,0
The Vatican TapesåÊ,0
Attack the BlockåÊ,0
In the Land of Blood and HoneyåÊ,0
The CallåÊ,0
Operation ChromiteåÊ,0
The Crocodile Hunter: Collision CourseåÊ,0
I Love You Phillip MorrisåÊ,0
Quest for FireåÊ,0
Antwone FisheråÊ,0
The Emperor's ClubåÊ,0
True RomanceåÊ,0
WombåÊ,0
Glengarry Glen RossåÊ,0
The Killer Inside MeåÊ,0
Cat PeopleåÊ,0
Sorority RowåÊ,0
The Prisoner of ZendaåÊ,0
Lars and the Real GirlåÊ,0
The Boy in the Striped PajamasåÊ,0
Dancer in the DarkåÊ,0
Oscar and LucindaåÊ,0
The FuneralåÊ,0
Solitary ManåÊ,0
MacheteåÊ,0
Casino JackåÊ,0
The Land Before TimeåÊ,0
Tae Guk Gi: The Brotherhood of WaråÊ,0
The Perfect GameåÊ,0
The ExorciståÊ,1
JawsåÊ,1
American PieåÊ,0
Ernest & CelestineåÊ,0
The Golden ChildåÊ,0
Think Like a ManåÊ,0
BarbershopåÊ,0
Star Trek II: The Wrath of KhanåÊ,0
Ace Ventura: Pet DetectiveåÊ,0
WarGamesåÊ,0
WitnessåÊ,0
Act of ValoråÊ,0
Step UpåÊ,0
Beavis and Butt-Head Do AmericaåÊ,0
Jackie BrownåÊ,0
Harold & Kumar Escape from Guantanamo BayåÊ,0
ChronicleåÊ,0
YentlåÊ,0
Time BanditsåÊ,0
CrossroadsåÊ,0
Project XåÊ,0
PattonåÊ,0
One Hour PhotoåÊ,0
QuarantineåÊ,0
The EyeåÊ,0
Johnson Family VacationåÊ,0
How HighåÊ,0
The Muppet Christmas CarolåÊ,0
Casino RoyaleåÊ,1
FridaåÊ,0
Katy Perry: Part of MeåÊ,0
The Fault in Our StarsåÊ,1
RoundersåÊ,0
Top FiveåÊ,0
ProphecyåÊ,0
Stir of EchoesåÊ,0
Spartacus: War of the DamnedåÊ            ,0
PhilomenaåÊ,0
The Upside of AngeråÊ,0
The Boys from BrazilåÊ,0
AquamarineåÊ,0
Paper TownsåÊ,0
My Baby's DaddyåÊ,0
NebraskaåÊ,0
Tales from the Crypt: Demon KnightåÊ,0
Max Keeble's Big MoveåÊ,0
Young AdultåÊ,0
CrankåÊ,0
How to Be a PlayeråÊ,0
Living Out LoudåÊ,0
Just WrightåÊ,0
Rachel Getting MarriedåÊ,0
The Postman Always Rings TwiceåÊ,0
Girl with a Pearl EarringåÊ,0
Das BootåÊ,0
The AlamoåÊ,0
Sorority BoysåÊ,0
About TimeåÊ,0
House of Flying DaggersåÊ,0
ArbitrageåÊ,0
Project AlmanacåÊ,0
Cadillac RecordsåÊ,0
ScrewedåÊ,0
FortressåÊ,0
For Your ConsiderationåÊ,0
CelebrityåÊ,0
Running with ScissorsåÊ,0
From Justin to KellyåÊ,0
Girl 6åÊ,0
In the CutåÊ,0
Two LoversåÊ,0
Last OrdersåÊ,0
The HoståÊ,0
The Pursuit of D.B. CooperåÊ,0
RavenousåÊ,0
Charlie BartlettåÊ,0
The Great BeautyåÊ,0
The Dangerous Lives of Altar BoysåÊ,0
StokeråÊ,0
2046åÊ,0
Married LifeåÊ,0
DumaåÊ,0
OndineåÊ,0
BrotheråÊ,0
Welcome to CollinwoodåÊ,0
Critical CareåÊ,0
The Life Before Her EyesåÊ,0
Darling CompanionåÊ,0
TradeåÊ,0
FatelessåÊ,0
Breakfast of ChampionsåÊ,0
"A Woman, a Gun and a Noodle ShopåÊ",0
CypheråÊ,0
City of Life and DeathåÊ,0
HomeåÊ,1
Legend of Kung Fu RabbitåÊ,0
Space Battleship YamatoåÊ,0
5 Days of WaråÊ,0
TriangleåÊ,0
10 Days in a MadhouseåÊ,0
Heaven Is for RealåÊ,0
SnatchåÊ,0
Dancin' It's OnåÊ,0
Pet SemataryåÊ,0
MadadayoåÊ,0
The Cry of the OwlåÊ,0
A Tale of Three CitiesåÊ,0
GremlinsåÊ,1
Star Wars: Episode IV - A New HopeåÊ,1
Dirty GrandpaåÊ,0
Doctor ZhivagoåÊ,1
TrashåÊ,0
High School Musical 3: Senior YearåÊ,0
The FighteråÊ,0
Jackass Number TwoåÊ,0
My Cousin VinnyåÊ,0
If I StayåÊ,0
Drive HardåÊ,0
Major LeagueåÊ,0
St. Trinian'såÊ,0
Phone BoothåÊ,0
A Walk to RememberåÊ,0
Dead Man WalkingåÊ,0
Cruel IntentionsåÊ,0
Saw VIåÊ,0
History of the World: Part IåÊ,0
The Secret Life of BeesåÊ,0
Corky RomanoåÊ,0
Raising CainåÊ,0
F.I.S.T.åÊ,0
Invaders from MarsåÊ,0
BrooklynåÊ,0
Barry LyndonåÊ,0
Out ColdåÊ,0
The Ladies ManåÊ,0
QuartetåÊ,0
TomcatsåÊ,0
FrailtyåÊ,0
Woman in GoldåÊ,0
KinseyåÊ,0
Army of DarknessåÊ,0
SlackersåÊ,0
What's Eating Gilbert GrapeåÊ,0
The Visual Bible: The Gospel of JohnåÊ,0
Vera DrakeåÊ,0
The GuruåÊ,0
The Perez FamilyåÊ,0
Inside Llewyn DavisåÊ,0
OåÊ,0
Return to the Blue LagoonåÊ,0
The Molly MaguiresåÊ,0
Romance & CigarettesåÊ,0
Copying BeethovenåÊ,0
PoltergeiståÊ,0
Brighton RockåÊ,0
Saw VåÊ,0
Machine Gun McCainåÊ,0
LOLåÊ,0
JindabyneåÊ,0
Kabhi Alvida Naa KehnaåÊ,0
An Ideal HusbandåÊ,0
The Last Days on MarsåÊ,0
DarknessåÊ,0
2001: A Space OdysseyåÊ,0
E.T. the Extra-TerrestrialåÊ,1
In the Land of WomenåÊ,0
The Blue ButterflyåÊ,0
There Goes My BabyåÊ,0
LovesickåÊ            ,0
HousefullåÊ,0
September DawnåÊ,0
For Greater Glory: The True Story of CristiadaåÊ,0
La Famille BÌ©lieråÊ,0
Good Will HuntingåÊ,1
MisconductåÊ,0
Saw IIIåÊ,0
StripesåÊ,0
Bring It OnåÊ,0
The Purge: Election YearåÊ,0
She's All ThatåÊ,0
PreciousåÊ,0
Saw IVåÊ,0
White NoiseåÊ,0
Madea's Family ReunionåÊ,0
The Color of MoneyåÊ,0
The Longest DayåÊ,0
The Mighty DucksåÊ,0
The GrudgeåÊ,0
Happy GilmoreåÊ,0
Jeepers CreepersåÊ,0
Bill & Ted's Excellent AdventureåÊ,0
Oliver!åÊ,0
The Best Exotic Marigold HotelåÊ,0
Recess: School's OutåÊ,0
Mad Max Beyond ThunderdomeåÊ,0
CommandoåÊ,0
The BoyåÊ,0
DevilåÊ,0
Friday After NextåÊ,0
Insidious: Chapter 3åÊ,0
The Last DragonåÊ,0
SnatchåÊ,0
The Lawnmower ManåÊ,0
Nick and Norah's Infinite PlayliståÊ,0
DogmaåÊ,0
The Banger SistersåÊ,0
Twilight Zone: The MovieåÊ,0
Road HouseåÊ,0
A Low Down Dirty ShameåÊ,0
SwimfanåÊ,0
Employee of the MonthåÊ,0
Can't Hardly WaitåÊ,0
The OutsidersåÊ,0
Pete's DragonåÊ,0
The Dead ZoneåÊ,0
Sinister 2åÊ,0
SparkleåÊ,0
ValentineåÊ,0
The Fourth KindåÊ,0
A Prairie Home CompanionåÊ,0
Sugar HillåÊ,0
Invasion U.S.A.åÊ,0
Roll BounceåÊ,0
RushmoreåÊ,0
SkylineåÊ,0
The Second Best Exotic Marigold HotelåÊ,0
Kit Kittredge: An American GirlåÊ,0
The Perfect ManåÊ,0
Mo' Better BluesåÊ,0
Kung Pow: Enter the FiståÊ,0
TremorsåÊ,0
Wrong TurnåÊ,0
The Long RidersåÊ,0
The CorruptoråÊ,0
MudåÊ,0
Reno 911!: MiamiåÊ,0
One Direction: This Is UsåÊ,0
"The Goods: Live Hard, Sell HardåÊ",0
Hey Arnold! The MovieåÊ,0
My Week with MarilynåÊ,0
The MatadoråÊ,0
Love JonesåÊ,0
The GiftåÊ,0
End of the SpearåÊ,0
Get Over ItåÊ,0
Office SpaceåÊ,0
Drop Dead GorgeousåÊ,0
Big EyesåÊ,0
Very Bad ThingsåÊ,0
SleepoveråÊ,0
Body DoubleåÊ,0
MacGruberåÊ,0
Dirty Pretty ThingsåÊ,0
Movie 43åÊ,0
The TouriståÊ,0
Over Her Dead BodyåÊ,0
Seeking a Friend for the End of the WorldåÊ,0
Cedar RapidsåÊ,0
BonesåÊ            ,0
American History XåÊ,0
The CollectionåÊ,0
Teacher's PetåÊ,0
The Red ViolinåÊ,0
The Straight StoryåÊ,0
Deuces WildåÊ,0
Bad WordsåÊ,0
"Run, Fatboy, RunåÊ",0
HeartbeepsåÊ,0
Black or WhiteåÊ,0
On the LineåÊ,0
Rescue DawnåÊ,0
Danny CollinsåÊ,0
"Jeff, Who Lives at HomeåÊ",0
I Am LoveåÊ,0
Atlas Shrugged II: The StrikeåÊ,0
Romeo Is BleedingåÊ,0
The LimeyåÊ,0
CrashåÊ,0
The House of MirthåÊ,0
MaloneåÊ,0
Peaceful WarrioråÊ,0
Bucky Larson: Born to Be a StaråÊ,0
BamboozledåÊ,0
The ForeståÊ,0
SphinxåÊ,0
While We're YoungåÊ,0
A Better LifeåÊ,0
SpideråÊ,0
Gun ShyåÊ,0
Nicholas NicklebyåÊ,0
The IcemanåÊ,0
DekalogåÊ            ,0
KrrishåÊ,0
Cecil B. DeMentedåÊ,0
Killer JoeåÊ,0
The JonesesåÊ,0
Owning MahownyåÊ,0
The Brothers SolomonåÊ,0
My Blueberry NightsåÊ,0
IlluminataåÊ,0
Swept AwayåÊ,0
"War, Inc.åÊ",0
Shaolin SocceråÊ,0
The Brown BunnyåÊ,0
The SwindleåÊ,0
RosewateråÊ,0
The Chambermaid on the TitanicåÊ,0
CoriolanusåÊ,0
Imaginary HeroesåÊ,0
High Heels and Low LifesåÊ,0
World's Greatest DadåÊ,0
SeveranceåÊ,0
EdmondåÊ,0
Welcome to the RileysåÊ,0
Police Academy: Mission to MoscowåÊ,0
Blood Done Sign My NameåÊ,0
"Cinco de Mayo, La BatallaåÊ",0
Elsa & FredåÊ,0
An Alan Smithee Film: Burn Hollywood BurnåÊ,0
The Open RoadåÊ,0
The Good GuyåÊ,0
MotherhoodåÊ,0
Free StyleåÊ,0
StrangerlandåÊ,0
The Janky PromotersåÊ,0
Blonde AmbitionåÊ,0
The Oxford MurdersåÊ,0
The ReefåÊ,0
EulogyåÊ,0
White Noise 2: The LightåÊ,0
You Got Served: Beat the WorldåÊ,0
Fifty Dead Men WalkingåÊ,0
Jungle ShuffleåÊ,0
Adam ResurrectedåÊ,0
Of Horses and MenåÊ,0
It's a Wonderful AfterlifeåÊ,0
The Devil's TombåÊ,0
PartitionåÊ,0
Good IntentionsåÊ,0
"The Good, the Bad, the WeirdåÊ",0
Nurse 3DåÊ,0
GunlessåÊ,0
AdventurelandåÊ,0
The Lost CityåÊ,0
Next FridayåÊ,0
American HeiståÊ,0
You Only Live TwiceåÊ,0
PlasticåÊ,0
AmouråÊ,0
Poltergeist IIIåÊ,0
Re-KillåÊ,0
"It's a Mad, Mad, Mad, Mad WorldåÊ",0
VolveråÊ,0
Heavy MetalåÊ,0
Gentlemen BroncosåÊ,0
Richard IIIåÊ,0
Into the Grizzly MazeåÊ,0
KitesåÊ,0
MelancholiaåÊ,0
Red DogåÊ,0
Jab Tak Hai JaanåÊ,0
AlienåÊ,0
The Texas Chain Saw MassacreåÊ,0
The RunawaysåÊ,0
Fiddler on the RoofåÊ,0
ThunderballåÊ,0
DetentionåÊ,0
Loose CannonsåÊ,0
Set It OffåÊ,0
The Best ManåÊ,0
Child's PlayåÊ,0
SickoåÊ,0
The Purge: AnarchyåÊ,0
Down to YouåÊ,0
Harold & Kumar Go to White CastleåÊ,0
The ContenderåÊ,0
Boiler RoomåÊ,0
Trading PlacesåÊ,0
Black ChristmasåÊ,0
Breakin' All the RulesåÊ,0
Henry VåÊ,0
The SavagesåÊ,0
Chasing PapiåÊ,0
The Way of the GunåÊ,0
Igby Goes DownåÊ,0
PCUåÊ,0
The Ultimate GiftåÊ,0
The Bold and the BeautifulåÊ            ,0
The Ice PiratesåÊ,0
GracieåÊ,0
Trust the ManåÊ,0
Hamlet 2åÊ,0
Velvet GoldmineåÊ,0
The WailingåÊ,0
Glee: The 3D Concert MovieåÊ,0
The Legend of SuriyothaiåÊ,0
Two Evil EyesåÊ,0
BarbecueåÊ,0
All or NothingåÊ,0
Princess KaiulaniåÊ,0
Opal DreamåÊ,0
HeiståÊ,0
Flame and CitronåÊ,0
UndiscoveredåÊ,0
Red Riding: In the Year of Our Lord 1974åÊ,0
The Girl on the TrainåÊ,0
Veronika Decides to DieåÊ,0
Crocodile DundeeåÊ,1
"Ultramarines: A Warhammer 40,000 MovieåÊ",0
The I InsideåÊ,0
Beneath Hill 60åÊ,0
PolisseåÊ,0
AwakeåÊ,0
Star Wars: The Clone WarsåÊ            ,0
Skin TradeåÊ,0
The Lost BoysåÊ,0
Crazy HeartåÊ,0
The RoseåÊ,0
Baggage ClaimåÊ,0
BarbarellaåÊ,0
ShipwreckedåÊ,0
ElectionåÊ,0
The NamesakeåÊ,0
The DUFFåÊ,0
GlitteråÊ,0
The Haunting in Connecticut 2: Ghosts of GeorgiaåÊ,0
SilmidoåÊ,0
Bright StaråÊ,0
My Name Is KhanåÊ,0
FootlooseåÊ,0
All Is LoståÊ,0
LimboåÊ,0
Namastey LondonåÊ,0
The Wind That Shakes the BarleyåÊ,0
Yeh Jawaani Hai DeewaniåÊ,0
The Karate KidåÊ,0
Quo VadisåÊ,0
Repo! The Genetic OperaåÊ,0
Valley of the Wolves: IraqåÊ,0
Pulp FictionåÊ,0
The Muppet MovieåÊ,0
NightcrawleråÊ,0
Club DreadåÊ,0
The Sound of MusicåÊ,1
SplashåÊ,0
Little Miss SunshineåÊ,0
Stand by MeåÊ,0
28 Days Later...åÊ,0
You Got ServedåÊ,0
Escape from AlcatrazåÊ,0
Brown SugaråÊ,0
A Thin Line Between Love and HateåÊ,0
50/50åÊ,0
ShutteråÊ,0
CreepshowåÊ,0
That Awkward MomentåÊ,0
Modern ProblemsåÊ,0
KicksåÊ,0
Much Ado About NothingåÊ,0
On Her Majesty's Secret ServiceåÊ,0
The PlayeråÊ            ,0
New NightmareåÊ,0
Drive Me CrazyåÊ,0
Akeelah and the BeeåÊ,0
Half BakedåÊ,0
New in TownåÊ,0
SyrianaåÊ,0
American PsychoåÊ,0
The Good GirlåÊ,0
Bon Cop Bad CopåÊ,0
The Boondock Saints II: All Saints DayåÊ,0
The City of Your Final DestinationåÊ,0
Enough SaidåÊ,0
Easy AåÊ,0
The InkwellåÊ,0
Shadow of the VampireåÊ,0
PromåÊ,0
The PallbeareråÊ,0
Held UpåÊ,0
Woman on TopåÊ,0
Howards EndåÊ,0
PreacheråÊ            ,0
AnomalisaåÊ,0
Another YearåÊ,0
8 WomenåÊ,0
Showdown in Little TokyoåÊ,0
Clay PigeonsåÊ,0
It's Kind of a Funny StoryåÊ,0
Made in DagenhamåÊ,0
When Did You Last See Your Father?åÊ,0
PrefontaineåÊ,0
The Wicked LadyåÊ,0
The Secret of KellsåÊ,0
Begin AgainåÊ,0
Down in the ValleyåÊ,0
Brooklyn RulesåÊ,0
RestlessåÊ,0
The Singing DetectiveåÊ,0
The Land GirlsåÊ,0
FidoåÊ,0
The Wendell Baker StoryåÊ,0
Wild TargetåÊ,0
PathologyåÊ,0
Wuthering HeightsåÊ            ,0
10th & WolfåÊ,0
Dear WendyåÊ,0
AloftåÊ,0
AkiraåÊ,0
The Death and Life of Bobby ZåÊ,0
The Rocket: The Legend of Rocket RichardåÊ,0
SwelteråÊ,0
My Lucky StaråÊ,0
Imagine Me & YouåÊ,0
Mr. ChurchåÊ,0
Swimming PoolåÊ,0
Green Street 3: Never Back DownåÊ,0
The Blood of HeroesåÊ,0
Code of HonoråÊ,0
Driving Miss DaisyåÊ,0
Soul FoodåÊ,0
Rumble in the BronxåÊ,0
Far from MenåÊ,0
Thank You for SmokingåÊ,0
Hostel: Part IIåÊ,0
An EducationåÊ,0
ShopgirlåÊ,0
The Hotel New HampshireåÊ,0
NarcåÊ,0
Men with BroomsåÊ,0
Witless ProtectionåÊ,0
The Work and the GloryåÊ,0
ExtractåÊ,0
Masked and AnonymousåÊ,0
Alias BettyåÊ,0
Code 46åÊ,0
Outside BetåÊ,0
CrashåÊ,0
Albert NobbsåÊ,0
Black NovemberåÊ,0
Ta Ra Rum PumåÊ,0
PersepolisåÊ,0
The HoleåÊ,0
The WaveåÊ,0
The Neon DemonåÊ,0
Harry BrownåÊ,0
Spider-Man 3åÊ,1
The Omega CodeåÊ,0
JunoåÊ,1
Pound of FleshåÊ,0
Diamonds Are ForeveråÊ,0
The GodfatheråÊ,1
FlashdanceåÊ,0
500 Days of SummeråÊ,0
The PianoåÊ,0
Magic MikeåÊ,1
Darkness FallsåÊ,0
Live and Let DieåÊ,0
My Dog SkipåÊ,0
"Definitely, MaybeåÊ",0
Jumping the BroomåÊ,0
The Great GatsbyåÊ,1
"Good Night, and Good Luck.åÊ",0
CapoteåÊ,0
DesperadoåÊ,0
The ClaimåÊ,0
FargoåÊ            ,0
Logan's RunåÊ,0
The Man with the Golden GunåÊ,0
Action JacksonåÊ,0
The DescentåÊ,0
Michael Jordan to the MaxåÊ,0
Devil's DueåÊ,0
Flirting with DisasteråÊ,0
The Devil's RejectsåÊ,0
Buffy the Vampire SlayeråÊ            ,0
DopeåÊ,0
In Too DeepåÊ,0
SkyfallåÊ,1
House of 1000 CorpsesåÊ,0
Alien ZoneåÊ,0
A Serious ManåÊ,0
Get LowåÊ,0
WarlockåÊ,0
Beyond the LightsåÊ,0
A Single ManåÊ,0
The Last Temptation of ChriståÊ,0
Outside ProvidenceåÊ,0
Bride & PrejudiceåÊ,0
Rabbit-Proof FenceåÊ,0
Who's Your Caddy?åÊ,0
Split SecondåÊ,0
NikitaåÊ            ,0
The Other Side of HeavenåÊ,0
Dark AngelåÊ            ,0
Veer-ZaaraåÊ,0
RedbeltåÊ,0
CyrusåÊ,0
A Dog of FlandersåÊ,0
Auto FocusåÊ,0
Factory GirlåÊ,0
We Need to Talk About KevinåÊ,0
The Christmas CandleåÊ,0
The Mighty MacsåÊ,0
Losin' ItåÊ,0
Mother and ChildåÊ,0
March or DieåÊ,0
Les visiteursåÊ,0
SomewhereåÊ,0
I Hope They Serve Beer in HellåÊ,0
Chairman of the BoardåÊ,0
HesheråÊ,0
Dom HemingwayåÊ,0
GerryåÊ,0
The Heart of MeåÊ,0
FreeheldåÊ,0
The Extra ManåÊ,0
Hard to Be a GodåÊ,0
Ca$håÊ,0
Wah-WahåÊ,0
The Boondock SaintsåÊ,0
Z StormåÊ,0
TwixtåÊ,0
Snow QueenåÊ,0
Alpha and Omega 4: The Legend of the Saw Toothed CaveåÊ,0
Pale RideråÊ,0
Stargate: The Ark of TruthåÊ,0
Dazed and ConfusedåÊ,0
High School Musical 2åÊ,0
Two Lovers and a BearåÊ,0
Criminal ActivitiesåÊ,0
Aimee & JaguaråÊ,0
The ChumscrubberåÊ,0
ShadeåÊ,0
House at the End of the StreetåÊ,0
IncendiesåÊ,0
"Remember Me, My LoveåÊ",0
Perrier's BountyåÊ,0
Elite SquadåÊ,0
AnnabelleåÊ,0
Bran Nue DaeåÊ,0
Boyz n the HoodåÊ,0
La BambaåÊ,0
The Four SeasonsåÊ,0
Dressed to KillåÊ,0
The Adventures of Huck FinnåÊ,0
GoåÊ,0
Friends with MoneyåÊ,0
The Andromeda StrainåÊ,0
BatsåÊ,0
Nowhere in AfricaåÊ,0
ShameåÊ,0
Layer CakeåÊ,0
The Work and the Glory II: American ZionåÊ,0
The EaståÊ,0
A Home at the End of the WorldåÊ,0
AberdeenåÊ,0
The MessengeråÊ,0
TrackeråÊ,0
ControlåÊ,0
The TerminatoråÊ,0
Good Bye Lenin!åÊ,0
The Damned UnitedåÊ,0
The Return of the Living DeadåÊ,0
GomorrahåÊ            ,0
MallratsåÊ,0
GreaseåÊ,1
PlatoonåÊ,1
Fahrenheit 9/11åÊ,1
Butch Cassidy and the Sundance KidåÊ,0
Mary PoppinsåÊ,0
Ordinary PeopleåÊ,0
Around the World in 80 DaysåÊ,0
West Side StoryåÊ,0
CaddyshackåÊ,0
The BrothersåÊ,0
The WoodåÊ,0
The Usual SuspectsåÊ,0
A Nightmare on Elm Street 5: The Dream ChildåÊ,0
Van Wilder: Party LiaisonåÊ,0
The WrestleråÊ,0
Duel in the SunåÊ,0
Best in ShowåÊ,0
Escape from New YorkåÊ,0
School DazeåÊ,0
Daddy Day CampåÊ,0
Mr. Nice GuyåÊ,0
A Mighty WindåÊ,0
Mystic PizzaåÊ,0
War & PeaceåÊ            ,0
Sliding DoorsåÊ,0
Tales from the HoodåÊ,0
The Last King of ScotlandåÊ,0
Halloween 5åÊ,0
BernieåÊ,0
Dolphins and Whales 3D: Tribes of the OceanåÊ,0
PollockåÊ,0
200 CigarettesåÊ,0
The WordsåÊ,0
Casa de mi PadreåÊ,0
City IslandåÊ,0
The GuardåÊ,0
CollegeåÊ,0
The Virgin SuicidesåÊ,0
Little VoiceåÊ,0
Miss MarchåÊ,0
Wish I Was HereåÊ,0
Simply IrresistibleåÊ,0
Veronica MarsåÊ            ,0
Hedwig and the Angry InchåÊ,0
Only the StrongåÊ,0
Goddess of LoveåÊ,0
Shattered GlassåÊ,0
NovocaineåÊ,0
The Business of StrangersåÊ,0
The Wild BunchåÊ,0
The WacknessåÊ,0
The Great Train RobberyåÊ,0
Morvern CallaråÊ,0
Beastmaster 2: Through the Portal of TimeåÊ,0
The 5th QuarteråÊ,0
The Flower of EvilåÊ,0
The GreateståÊ,0
Snow Flower and the Secret FanåÊ,0
Come Early MorningåÊ,0
Lucky BreakåÊ,0
JuliaåÊ,0
"Surfer, DudeåÊ",0
Lake of FireåÊ,0
11:14åÊ,0
Men of WaråÊ,0
Don McKayåÊ,0
DeadfallåÊ,0
A Shine of RainbowsåÊ,0
The Hit ListåÊ,0
EmmaåÊ            ,0
VideodromeåÊ,0
L'auberge espagnoleåÊ,0
Song OneåÊ,0
Murder by NumbersåÊ,0
Winter in WartimeåÊ,0
Freaky DeakyåÊ,0
The TrainåÊ,0
Trade of InnocentsåÊ,0
The ProtectoråÊ,0
Stiff Upper LipsåÊ,0
The InbetweenersåÊ            ,0
Bend It Like BeckhamåÊ,0
Sunshine StateåÊ,0
CrossoveråÊ,0
Khiladi 786åÊ,0
[Rec] 2åÊ,0
Standing OvationåÊ,0
The StingåÊ,1
Chariots of FireåÊ,0
Diary of a Mad Black WomanåÊ,0
ShineåÊ,0
Don JonåÊ,0
High Plains DrifteråÊ,0
Ghost WorldåÊ,0
IrisåÊ,0
GalaxinaåÊ,0
The ChorusåÊ,0
Mambo ItalianoåÊ,0
WonderlandåÊ,0
Do the Right ThingåÊ,0
Harvard ManåÊ,0
Le HavreåÊ,0
IrreversibleåÊ,0
R100åÊ,0
Rang De BasantiåÊ,0
AnimalsåÊ,0
Salvation BoulevardåÊ,0
The TenåÊ,0
A Room for Romeo BrassåÊ,0
HeadhuntersåÊ,0
GrabbersåÊ,0
Saint RalphåÊ,0
Miss JulieåÊ,0
Somewhere in TimeåÊ,0
Dum Maaro DumåÊ,0
Insidious: Chapter 2åÊ,0
Saw IIåÊ,0
10 Cloverfield LaneåÊ,0
Jackass: The MovieåÊ,0
Lights OutåÊ,0
Paranormal Activity 3åÊ,0
OuijaåÊ,0
A Nightmare on Elm Street 3: Dream WarriorsåÊ,0
The GiftåÊ,0
Instructions Not IncludedåÊ,0
Paranormal Activity 4åÊ,0
The RobeåÊ,0
The Return of the Pink PantheråÊ,0
Freddy's Dead: The Final NightmareåÊ,0
MonsteråÊ,0
"20,000 Leagues Under the SeaåÊ",0
Paranormal Activity: The Marked OnesåÊ,0
The Elephant ManåÊ,0
Dallas Buyers ClubåÊ,0
The Lazarus EffectåÊ,0
MementoåÊ,0
OculusåÊ,0
Clerks IIåÊ,0
Billy ElliotåÊ,0
The Way Way BackåÊ,0
House Party 2åÊ,0
The Man from Snowy RiveråÊ,0
Doug's 1st MovieåÊ,0
The ApostleåÊ,0
Mommie DeareståÊ,0
Our Idiot BrotheråÊ,0
RaceåÊ,0
The Players ClubåÊ,0
OåÊ,0
"As Above, So BelowåÊ",0
AddictedåÊ,0
Eve's BayouåÊ,0
Still AliceåÊ,0
The EgyptianåÊ,0
NighthawksåÊ,0
Friday the 13th Part VIII: Jason Takes ManhattanåÊ,0
My Big Fat Greek WeddingåÊ,1
Spring BreakersåÊ,0
Halloween: The Curse of Michael MyersåÊ,0
Y Tu MamÌÁ TambiÌ©nåÊ,0
Shaun of the DeadåÊ,0
The Haunting of Molly HartleyåÊ,0
Lone StaråÊ,0
Halloween 4: The Return of Michael MyersåÊ,0
April Fool's DayåÊ,0
DineråÊ,0
Lone Wolf McQuadeåÊ,0
Apollo 18åÊ,0
Sunshine CleaningåÊ,0
No EscapeåÊ,0
The BeastmasteråÊ,0
Solomon and ShebaåÊ,0
Fifty Shades of BlackåÊ,0
Not Easily BrokenåÊ,0
A Farewell to ArmsåÊ,0
The Perfect MatchåÊ,0
Digimon: The MovieåÊ,0
Saved!åÊ,0
The Barbarian InvasionsåÊ,0
Robin and MarianåÊ,0
The ForsakenåÊ,0
Force 10 from NavaroneåÊ,0
UHFåÊ,0
Grandma's BoyåÊ,0
Slums of Beverly HillsåÊ,0
Once Upon a Time in the WeståÊ,0
MadeåÊ,0
MoonåÊ,0
Keeping Up with the SteinsåÊ,0
Sea Rex 3D: Journey to a Prehistoric WorldåÊ,0
The Sweet HereafteråÊ,0
Of Gods and MenåÊ,0
Bottle ShockåÊ,0
Jekyll and Hyde... Together AgainåÊ,0
Heavenly CreaturesåÊ,0
90 Minutes in HeavenåÊ,0
Everything Must GoåÊ,0
Zero EffectåÊ,0
The MachiniståÊ,0
Light SleeperåÊ,0
Kill the MessengeråÊ,0
Rabbit HoleåÊ,0
Party MonsteråÊ,0
Green RoomåÊ,0
The Oh in OhioåÊ,0
Atlas Shrugged: Who Is John Galt?åÊ,0
Bottle RocketåÊ,0
Albino AlligatoråÊ,0
"Gandhi, My FatheråÊ",0
Standard Operating ProcedureåÊ,0
Out of the BlueåÊ,0
Tucker and Dale vs EvilåÊ,0
"Lovely, StillåÊ",0
TycoonåÊ,0
Desert BlueåÊ,0
DecoysåÊ,0
