movie_title,Watch[1] or Not[0]
A Nightmare on Elm Street 4: The Dream MasteråÊ,0
Miracles from HeavenåÊ,0
"Dude, Where's My Car?åÊ",0
Young GunsåÊ,0
St. VincentåÊ,0
About Last NightåÊ,0
10 Things I Hate About YouåÊ,0
The New GuyåÊ,3
Loaded Weapon 1åÊ,3
The ShallowsåÊ,0
The Butterfly EffectåÊ,7
Snow DayåÊ,0
This ChristmasåÊ,0
Baby GeniusesåÊ,3
The Big HitåÊ,3
Harriet the SpyåÊ,3
Child's Play 2åÊ,3
No Good DeedåÊ,0
The MiståÊ,3
Ex MachinaåÊ,3
Being John MalkovichåÊ,3
Two Can Play That GameåÊ,3
Earth to EchoåÊ,0
Crazy/BeautifulåÊ,3
Letters from Iwo JimaåÊ,7
The Astronaut FarmeråÊ,7
WooåÊ,7
RoomåÊ,7
Dirty WorkåÊ,7
Serial MomåÊ,7
DickåÊ,7
Del 1 - MÌ_n som hatar kvinnoråÊ            ,3
Light It UpåÊ,7
54åÊ,3
Bubble BoyåÊ,7
Birthday GirlåÊ,7
21 & OveråÊ,3
"Paris, je t'aimeåÊ",7
Resurrecting the ChampåÊ,7
AdmissionåÊ,3
The Widow of Saint-PierreåÊ,7
ChloeåÊ,7
FaithfulåÊ,7
BrothersåÊ,3
Find Me GuiltyåÊ,7
The Perks of Being a WallfloweråÊ,3
Excessive ForceåÊ,7
InfamousåÊ,7
The ClaimåÊ,7
The Vatican TapesåÊ,7
Attack the BlockåÊ,7
In the Land of Blood and HoneyåÊ,7
The CallåÊ,0
Operation ChromiteåÊ,7
The Crocodile Hunter: Collision CourseåÊ,3
I Love You Phillip MorrisåÊ,7
Quest for FireåÊ,3
Antwone FisheråÊ,3
The Emperor's ClubåÊ,7
True RomanceåÊ,7
WombåÊ,3
Glengarry Glen RossåÊ,7
The Killer Inside MeåÊ,7
Cat PeopleåÊ,3
Sorority RowåÊ,7
The Prisoner of ZendaåÊ,3
Lars and the Real GirlåÊ,7
The Boy in the Striped PajamasåÊ,7
Dancer in the DarkåÊ,7
Oscar and LucindaåÊ,7
The FuneralåÊ,7
Solitary ManåÊ,7
MacheteåÊ,3
Casino JackåÊ,7
The Land Before TimeåÊ,0
Tae Guk Gi: The Brotherhood of WaråÊ,7
The Perfect GameåÊ,7
The ExorciståÊ,2
JawsåÊ,2
American PieåÊ,4
Ernest & CelestineåÊ,7
The Golden ChildåÊ,8
Think Like a ManåÊ,8
BarbershopåÊ,8
Star Trek II: The Wrath of KhanåÊ,8
Ace Ventura: Pet DetectiveåÊ,8
WarGamesåÊ,8
WitnessåÊ,8
Act of ValoråÊ,8
Step UpåÊ,8
Beavis and Butt-Head Do AmericaåÊ,8
Jackie BrownåÊ,0
Harold & Kumar Escape from Guantanamo BayåÊ,0
ChronicleåÊ,8
YentlåÊ,3
Time BanditsåÊ,0
CrossroadsåÊ,0
Project XåÊ,0
PattonåÊ,3
One Hour PhotoåÊ,3
QuarantineåÊ,3
The EyeåÊ,3
Johnson Family VacationåÊ,3
How HighåÊ,3
The Muppet Christmas CarolåÊ,3
Casino RoyaleåÊ,6
FridaåÊ,3
Katy Perry: Part of MeåÊ,3
The Fault in Our StarsåÊ,4
RoundersåÊ,3
Top FiveåÊ,3
ProphecyåÊ,3
Stir of EchoesåÊ,3
Spartacus: War of the DamnedåÊ            ,3
PhilomenaåÊ,0
The Upside of AngeråÊ,3
The Boys from BrazilåÊ,3
AquamarineåÊ,3
Paper TownsåÊ,3
My Baby's DaddyåÊ,3
NebraskaåÊ,3
Tales from the Crypt: Demon KnightåÊ,3
Max Keeble's Big MoveåÊ,3
Young AdultåÊ,3
CrankåÊ,3
How to Be a PlayeråÊ,7
Living Out LoudåÊ,7
Just WrightåÊ,3
Rachel Getting MarriedåÊ,7
The Postman Always Rings TwiceåÊ,3
Girl with a Pearl EarringåÊ,7
Das BootåÊ,7
The AlamoåÊ,3
Sorority BoysåÊ,7
About TimeåÊ,3
House of Flying DaggersåÊ,7
ArbitrageåÊ,7
Project AlmanacåÊ,3
Cadillac RecordsåÊ,7
ScrewedåÊ,7
FortressåÊ,7
For Your ConsiderationåÊ,7
CelebrityåÊ,7
Running with ScissorsåÊ,7
From Justin to KellyåÊ,7
Girl 6åÊ,7
In the CutåÊ,7
Two LoversåÊ,7
Last OrdersåÊ,7
The HoståÊ,7
The Pursuit of D.B. CooperåÊ,3
RavenousåÊ,7
Charlie BartlettåÊ,7
The Great BeautyåÊ,7
The Dangerous Lives of Altar BoysåÊ,7
StokeråÊ,7
2046åÊ,7
Married LifeåÊ,7
DumaåÊ,7
OndineåÊ,7
BrotheråÊ,7
Welcome to CollinwoodåÊ,7
Critical CareåÊ,7
The Life Before Her EyesåÊ,7
Darling CompanionåÊ,7
TradeåÊ,7
FatelessåÊ,7
Breakfast of ChampionsåÊ,7
"A Woman, a Gun and a Noodle ShopåÊ",7
CypheråÊ,3
City of Life and DeathåÊ,7
HomeåÊ,6
Legend of Kung Fu RabbitåÊ,3
Space Battleship YamatoåÊ,3
5 Days of WaråÊ,7
TriangleåÊ,3
10 Days in a MadhouseåÊ,7
Heaven Is for RealåÊ,8
SnatchåÊ,3
Dancin' It's OnåÊ,3
Pet SemataryåÊ,0
MadadayoåÊ,7
The Cry of the OwlåÊ,3
A Tale of Three CitiesåÊ,3
GremlinsåÊ,6
Star Wars: Episode IV - A New HopeåÊ,1
Dirty GrandpaåÊ,3
Doctor ZhivagoåÊ,4
TrashåÊ,7
High School Musical 3: Senior YearåÊ,8
The FighteråÊ,8
Jackass Number TwoåÊ,8
My Cousin VinnyåÊ,0
If I StayåÊ,0
Drive HardåÊ,3
Major LeagueåÊ,0
St. Trinian'såÊ,3
Phone BoothåÊ,0
A Walk to RememberåÊ,0
Dead Man WalkingåÊ,0
Cruel IntentionsåÊ,0
Saw VIåÊ,3
History of the World: Part IåÊ,3
The Secret Life of BeesåÊ,0
Corky RomanoåÊ,3
Raising CainåÊ,3
F.I.S.T.åÊ,3
Invaders from MarsåÊ,7
BrooklynåÊ,0
Barry LyndonåÊ,3
Out ColdåÊ,7
The Ladies ManåÊ,7
QuartetåÊ,3
TomcatsåÊ,7
FrailtyåÊ,7
Woman in GoldåÊ,3
KinseyåÊ,7
Army of DarknessåÊ,7
SlackersåÊ,7
What's Eating Gilbert GrapeåÊ,7
The Visual Bible: The Gospel of JohnåÊ,7
Vera DrakeåÊ,7
The GuruåÊ,7
The Perez FamilyåÊ,7
Inside Llewyn DavisåÊ,7
OåÊ,3
Return to the Blue LagoonåÊ,7
The Molly MaguiresåÊ,3
Romance & CigarettesåÊ,7
Copying BeethovenåÊ,7
PoltergeiståÊ,8
Brighton RockåÊ,3
Saw VåÊ,0
Machine Gun McCainåÊ,3
LOLåÊ,3
JindabyneåÊ,7
Kabhi Alvida Naa KehnaåÊ,7
An Ideal HusbandåÊ,3
The Last Days on MarsåÊ,7
DarknessåÊ,3
2001: A Space OdysseyåÊ,0
E.T. the Extra-TerrestrialåÊ,1
In the Land of WomenåÊ,7
The Blue ButterflyåÊ,3
There Goes My BabyåÊ,7
LovesickåÊ            ,3
HousefullåÊ,7
September DawnåÊ,7
For Greater Glory: The True Story of CristiadaåÊ,7
La Famille BÌ©lieråÊ,3
Good Will HuntingåÊ,4
MisconductåÊ,3
Saw IIIåÊ,8
StripesåÊ,8
Bring It OnåÊ,8
The Purge: Election YearåÊ,8
She's All ThatåÊ,8
PreciousåÊ,0
Saw IVåÊ,8
White NoiseåÊ,0
Madea's Family ReunionåÊ,8
The Color of MoneyåÊ,0
The Longest DayåÊ,3
The Mighty DucksåÊ,0
The GrudgeåÊ,4
Happy GilmoreåÊ,0
Jeepers CreepersåÊ,0
Bill & Ted's Excellent AdventureåÊ,0
Oliver!åÊ,3
The Best Exotic Marigold HotelåÊ,0
Recess: School's OutåÊ,3
Mad Max Beyond ThunderdomeåÊ,3
CommandoåÊ,3
The BoyåÊ,3
DevilåÊ,3
Friday After NextåÊ,3
Insidious: Chapter 3åÊ,0
The Last DragonåÊ,3
SnatchåÊ,3
The Lawnmower ManåÊ,3
Nick and Norah's Infinite PlayliståÊ,3
DogmaåÊ,3
The Banger SistersåÊ,3
Twilight Zone: The MovieåÊ,3
Road HouseåÊ,3
A Low Down Dirty ShameåÊ,3
SwimfanåÊ,3
Employee of the MonthåÊ,3
Can't Hardly WaitåÊ,3
The OutsidersåÊ,3
Pete's DragonåÊ,3
The Dead ZoneåÊ,3
Sinister 2åÊ,3
SparkleåÊ,3
ValentineåÊ,3
The Fourth KindåÊ,3
A Prairie Home CompanionåÊ,3
Sugar HillåÊ,3
Invasion U.S.A.åÊ,3
Roll BounceåÊ,3
RushmoreåÊ,3
SkylineåÊ,3
The Second Best Exotic Marigold HotelåÊ,3
Kit Kittredge: An American GirlåÊ,3
The Perfect ManåÊ,3
Mo' Better BluesåÊ,3
Kung Pow: Enter the FiståÊ,3
TremorsåÊ,3
Wrong TurnåÊ,3
The Long RidersåÊ,3
The CorruptoråÊ,3
MudåÊ,3
Reno 911!: MiamiåÊ,3
One Direction: This Is UsåÊ,3
"The Goods: Live Hard, Sell HardåÊ",3
Hey Arnold! The MovieåÊ,7
My Week with MarilynåÊ,7
The MatadoråÊ,7
Love JonesåÊ,7
The GiftåÊ,0
End of the SpearåÊ,7
Get Over ItåÊ,7
Office SpaceåÊ,7
Drop Dead GorgeousåÊ,7
Big EyesåÊ,7
Very Bad ThingsåÊ,7
SleepoveråÊ,7
Body DoubleåÊ,3
MacGruberåÊ,7
Dirty Pretty ThingsåÊ,7
Movie 43åÊ,7
The TouriståÊ,8
Over Her Dead BodyåÊ,7
Seeking a Friend for the End of the WorldåÊ,7
Cedar RapidsåÊ,7
BonesåÊ            ,3
American History XåÊ,7
The CollectionåÊ,7
Teacher's PetåÊ,7
The Red ViolinåÊ,7
The Straight StoryåÊ,7
Deuces WildåÊ,7
Bad WordsåÊ,7
"Run, Fatboy, RunåÊ",7
HeartbeepsåÊ,3
Black or WhiteåÊ,3
On the LineåÊ,7
Rescue DawnåÊ,7
Danny CollinsåÊ,7
"Jeff, Who Lives at HomeåÊ",7
I Am LoveåÊ,7
Atlas Shrugged II: The StrikeåÊ,7
Romeo Is BleedingåÊ,7
The LimeyåÊ,7
CrashåÊ,0
The House of MirthåÊ,7
MaloneåÊ,7
Peaceful WarrioråÊ,7
Bucky Larson: Born to Be a StaråÊ,7
BamboozledåÊ,7
The ForeståÊ,3
SphinxåÊ,7
While We're YoungåÊ,7
A Better LifeåÊ,7
SpideråÊ,7
Gun ShyåÊ,7
Nicholas NicklebyåÊ,7
The IcemanåÊ,7
DekalogåÊ            ,7
KrrishåÊ,3
Cecil B. DeMentedåÊ,7
Killer JoeåÊ,7
The JonesesåÊ,7
Owning MahownyåÊ,7
The Brothers SolomonåÊ,7
My Blueberry NightsåÊ,7
IlluminataåÊ,7
Swept AwayåÊ,7
"War, Inc.åÊ",7
Shaolin SocceråÊ,7
The Brown BunnyåÊ,7
The SwindleåÊ,7
RosewateråÊ,7
The Chambermaid on the TitanicåÊ,7
CoriolanusåÊ,7
Imaginary HeroesåÊ,7
High Heels and Low LifesåÊ,7
World's Greatest DadåÊ,7
SeveranceåÊ,7
EdmondåÊ,7
Welcome to the RileysåÊ,7
Police Academy: Mission to MoscowåÊ,7
Blood Done Sign My NameåÊ,7
"Cinco de Mayo, La BatallaåÊ",7
Elsa & FredåÊ,3
An Alan Smithee Film: Burn Hollywood BurnåÊ,7
The Open RoadåÊ,7
The Good GuyåÊ,7
MotherhoodåÊ,7
Free StyleåÊ,7
StrangerlandåÊ,3
The Janky PromotersåÊ,3
Blonde AmbitionåÊ,7
The Oxford MurdersåÊ,7
The ReefåÊ,3
EulogyåÊ,7
White Noise 2: The LightåÊ,3
You Got Served: Beat the WorldåÊ,3
Fifty Dead Men WalkingåÊ,3
Jungle ShuffleåÊ,3
Adam ResurrectedåÊ,3
Of Horses and MenåÊ,7
It's a Wonderful AfterlifeåÊ,3
The Devil's TombåÊ,3
PartitionåÊ,3
Good IntentionsåÊ,3
"The Good, the Bad, the WeirdåÊ",7
Nurse 3DåÊ,3
GunlessåÊ,3
AdventurelandåÊ,3
The Lost CityåÊ,7
Next FridayåÊ,0
American HeiståÊ,3
You Only Live TwiceåÊ,0
PlasticåÊ,3
AmouråÊ,7
Poltergeist IIIåÊ,7
Re-KillåÊ,3
"It's a Mad, Mad, Mad, Mad WorldåÊ",0
VolveråÊ,7
Heavy MetalåÊ,3
Gentlemen BroncosåÊ,7
Richard IIIåÊ,7
Into the Grizzly MazeåÊ,3
KitesåÊ,7
MelancholiaåÊ,7
Red DogåÊ,3
Jab Tak Hai JaanåÊ,7
AlienåÊ,8
The Texas Chain Saw MassacreåÊ,3
The RunawaysåÊ,7
Fiddler on the RoofåÊ,0
ThunderballåÊ,8
DetentionåÊ,3
Loose CannonsåÊ,3
Set It OffåÊ,3
The Best ManåÊ,3
Child's PlayåÊ,3
SickoåÊ,3
The Purge: AnarchyåÊ,8
Down to YouåÊ,3
Harold & Kumar Go to White CastleåÊ,3
The ContenderåÊ,3
Boiler RoomåÊ,3
Trading PlacesåÊ,8
Black ChristmasåÊ,3
Breakin' All the RulesåÊ,7
Henry VåÊ,7
The SavagesåÊ,7
Chasing PapiåÊ,7
The Way of the GunåÊ,7
Igby Goes DownåÊ,7
PCUåÊ,7
The Ultimate GiftåÊ,7
The Bold and the BeautifulåÊ            ,3
The Ice PiratesåÊ,3
GracieåÊ,7
Trust the ManåÊ,7
Hamlet 2åÊ,7
Velvet GoldmineåÊ,7
The WailingåÊ,7
Glee: The 3D Concert MovieåÊ,7
The Legend of SuriyothaiåÊ,7
Two Evil EyesåÊ,7
BarbecueåÊ,3
All or NothingåÊ,7
Princess KaiulaniåÊ,7
Opal DreamåÊ,7
HeiståÊ,3
Flame and CitronåÊ,7
UndiscoveredåÊ,7
Red Riding: In the Year of Our Lord 1974åÊ,3
The Girl on the TrainåÊ,7
Veronika Decides to DieåÊ,3
Crocodile DundeeåÊ,6
"Ultramarines: A Warhammer 40,000 MovieåÊ",3
The I InsideåÊ,3
Beneath Hill 60åÊ,3
PolisseåÊ,7
AwakeåÊ,7
Star Wars: The Clone WarsåÊ            ,3
Skin TradeåÊ,7
The Lost BoysåÊ,3
Crazy HeartåÊ,0
The RoseåÊ,3
Baggage ClaimåÊ,3
BarbarellaåÊ,3
ShipwreckedåÊ,3
ElectionåÊ,3
The NamesakeåÊ,7
The DUFFåÊ,3
GlitteråÊ,7
The Haunting in Connecticut 2: Ghosts of GeorgiaåÊ,3
SilmidoåÊ,3
Bright StaråÊ,7
My Name Is KhanåÊ,7
FootlooseåÊ,8
All Is LoståÊ,7
LimboåÊ,7
Namastey LondonåÊ,7
The Wind That Shakes the BarleyåÊ,7
Yeh Jawaani Hai DeewaniåÊ,7
The Karate KidåÊ,8
Quo VadisåÊ,3
Repo! The Genetic OperaåÊ,7
Valley of the Wolves: IraqåÊ,3
Pulp FictionåÊ,4
The Muppet MovieåÊ,8
NightcrawleråÊ,3
Club DreadåÊ,7
The Sound of MusicåÊ,6
SplashåÊ,8
Little Miss SunshineåÊ,0
Stand by MeåÊ,0
28 Days Later...åÊ,0
You Got ServedåÊ,0
Escape from AlcatrazåÊ,3
Brown SugaråÊ,3
A Thin Line Between Love and HateåÊ,3
50/50åÊ,3
ShutteråÊ,3
CreepshowåÊ,3
That Awkward MomentåÊ,3
Modern ProblemsåÊ,3
KicksåÊ,3
Much Ado About NothingåÊ,3
On Her Majesty's Secret ServiceåÊ,3
The PlayeråÊ            ,3
New NightmareåÊ,3
Drive Me CrazyåÊ,3
Akeelah and the BeeåÊ,3
Half BakedåÊ,3
New in TownåÊ,3
SyrianaåÊ,0
American PsychoåÊ,3
The Good GirlåÊ,7
Bon Cop Bad CopåÊ,3
The Boondock Saints II: All Saints DayåÊ,7
The City of Your Final DestinationåÊ,3
Enough SaidåÊ,3
Easy AåÊ,0
The InkwellåÊ,7
Shadow of the VampireåÊ,7
PromåÊ,7
The PallbeareråÊ,3
Held UpåÊ,7
Woman on TopåÊ,7
Howards EndåÊ,3
PreacheråÊ            ,3
AnomalisaåÊ,7
Another YearåÊ,7
8 WomenåÊ,7
Showdown in Little TokyoåÊ,7
Clay PigeonsåÊ,7
It's Kind of a Funny StoryåÊ,7
Made in DagenhamåÊ,7
When Did You Last See Your Father?åÊ,7
PrefontaineåÊ,7
The Wicked LadyåÊ,3
The Secret of KellsåÊ,7
Begin AgainåÊ,3
Down in the ValleyåÊ,7
Brooklyn RulesåÊ,7
RestlessåÊ,3
The Singing DetectiveåÊ,7
The Land GirlsåÊ,7
FidoåÊ,7
The Wendell Baker StoryåÊ,7
Wild TargetåÊ,7
PathologyåÊ,7
Wuthering HeightsåÊ            ,3
10th & WolfåÊ,7
Dear WendyåÊ,7
AloftåÊ,7
AkiraåÊ,7
The Death and Life of Bobby ZåÊ,3
The Rocket: The Legend of Rocket RichardåÊ,3
SwelteråÊ,3
My Lucky StaråÊ,7
Imagine Me & YouåÊ,7
Mr. ChurchåÊ,3
Swimming PoolåÊ,7
Green Street 3: Never Back DownåÊ,3
The Blood of HeroesåÊ,7
Code of HonoråÊ,3
Driving Miss DaisyåÊ,4
Soul FoodåÊ,0
Rumble in the BronxåÊ,3
Far from MenåÊ,3
Thank You for SmokingåÊ,3
Hostel: Part IIåÊ,3
An EducationåÊ,7
ShopgirlåÊ,7
The Hotel New HampshireåÊ,7
NarcåÊ,7
Men with BroomsåÊ,7
Witless ProtectionåÊ,7
The Work and the GloryåÊ,7
ExtractåÊ,7
Masked and AnonymousåÊ,7
Alias BettyåÊ,7
Code 46åÊ,7
Outside BetåÊ,3
CrashåÊ,0
Albert NobbsåÊ,7
Black NovemberåÊ,3
Ta Ra Rum PumåÊ,7
PersepolisåÊ,7
The HoleåÊ,3
The WaveåÊ,3
The Neon DemonåÊ,7
Harry BrownåÊ,7
Spider-Man 3åÊ,5
The Omega CodeåÊ,7
JunoåÊ,6
Pound of FleshåÊ,3
Diamonds Are ForeveråÊ,0
The GodfatheråÊ,4
FlashdanceåÊ,8
500 Days of SummeråÊ,3
The PianoåÊ,0
Magic MikeåÊ,4
Darkness FallsåÊ,3
Live and Let DieåÊ,3
My Dog SkipåÊ,3
"Definitely, MaybeåÊ",3
Jumping the BroomåÊ,0
The Great GatsbyåÊ,6
"Good Night, and Good Luck.åÊ",3
CapoteåÊ,3
DesperadoåÊ,3
The ClaimåÊ,7
FargoåÊ            ,3
Logan's RunåÊ,3
The Man with the Golden GunåÊ,3
Action JacksonåÊ,3
The DescentåÊ,3
Michael Jordan to the MaxåÊ,3
Devil's DueåÊ,3
Flirting with DisasteråÊ,3
The Devil's RejectsåÊ,3
Buffy the Vampire SlayeråÊ            ,3
DopeåÊ,3
In Too DeepåÊ,7
SkyfallåÊ,5
House of 1000 CorpsesåÊ,7
Alien ZoneåÊ,3
A Serious ManåÊ,7
Get LowåÊ,7
WarlockåÊ,7
Beyond the LightsåÊ,7
A Single ManåÊ,7
The Last Temptation of ChriståÊ,7
Outside ProvidenceåÊ,7
Bride & PrejudiceåÊ,7
Rabbit-Proof FenceåÊ,7
Who's Your Caddy?åÊ,7
Split SecondåÊ,7
NikitaåÊ            ,3
The Other Side of HeavenåÊ,7
Dark AngelåÊ            ,3
Veer-ZaaraåÊ,7
RedbeltåÊ,7
CyrusåÊ,7
A Dog of FlandersåÊ,7
Auto FocusåÊ,7
Factory GirlåÊ,7
We Need to Talk About KevinåÊ,7
The Christmas CandleåÊ,7
The Mighty MacsåÊ,7
Losin' ItåÊ,3
Mother and ChildåÊ,7
March or DieåÊ,7
Les visiteursåÊ,7
SomewhereåÊ,7
I Hope They Serve Beer in HellåÊ,7
Chairman of the BoardåÊ,7
HesheråÊ,7
Dom HemingwayåÊ,7
GerryåÊ,7
The Heart of MeåÊ,7
FreeheldåÊ,7
The Extra ManåÊ,7
Hard to Be a GodåÊ,3
Ca$håÊ,7
Wah-WahåÊ,7
The Boondock SaintsåÊ,3
Z StormåÊ,3
TwixtåÊ,3
Snow QueenåÊ,3
Alpha and Omega 4: The Legend of the Saw Toothed CaveåÊ,3
Pale RideråÊ,0
Stargate: The Ark of TruthåÊ,3
Dazed and ConfusedåÊ,7
High School Musical 2åÊ,3
Two Lovers and a BearåÊ,3
Criminal ActivitiesåÊ,3
Aimee & JaguaråÊ,7
The ChumscrubberåÊ,7
ShadeåÊ,7
House at the End of the StreetåÊ,3
IncendiesåÊ,7
"Remember Me, My LoveåÊ",7
Perrier's BountyåÊ,7
Elite SquadåÊ,7
AnnabelleåÊ,8
Bran Nue DaeåÊ,7
Boyz n the HoodåÊ,0
La BambaåÊ,0
The Four SeasonsåÊ,3
Dressed to KillåÊ,3
The Adventures of Huck FinnåÊ,3
GoåÊ,3
Friends with MoneyåÊ,7
The Andromeda StrainåÊ,3
BatsåÊ,7
Nowhere in AfricaåÊ,7
ShameåÊ,7
Layer CakeåÊ,7
The Work and the Glory II: American ZionåÊ,7
The EaståÊ,7
A Home at the End of the WorldåÊ,7
AberdeenåÊ,7
The MessengeråÊ,7
TrackeråÊ,3
ControlåÊ,7
The TerminatoråÊ,0
Good Bye Lenin!åÊ,7
The Damned UnitedåÊ,7
The Return of the Living DeadåÊ,3
GomorrahåÊ            ,3
MallratsåÊ,7
GreaseåÊ,6
PlatoonåÊ,4
Fahrenheit 9/11åÊ,4
Butch Cassidy and the Sundance KidåÊ,4
Mary PoppinsåÊ,4
Ordinary PeopleåÊ,0
Around the World in 80 DaysåÊ,3
West Side StoryåÊ,0
CaddyshackåÊ,0
The BrothersåÊ,3
The WoodåÊ,3
The Usual SuspectsåÊ,3
A Nightmare on Elm Street 5: The Dream ChildåÊ,3
Van Wilder: Party LiaisonåÊ,3
The WrestleråÊ,3
Duel in the SunåÊ,3
Best in ShowåÊ,3
Escape from New YorkåÊ,3
School DazeåÊ,7
Daddy Day CampåÊ,7
Mr. Nice GuyåÊ,7
A Mighty WindåÊ,3
Mystic PizzaåÊ,7
War & PeaceåÊ            ,3
Sliding DoorsåÊ,7
Tales from the HoodåÊ,7
The Last King of ScotlandåÊ,3
Halloween 5åÊ,7
BernieåÊ,7
Dolphins and Whales 3D: Tribes of the OceanåÊ,7
PollockåÊ,7
200 CigarettesåÊ,7
The WordsåÊ,7
Casa de mi PadreåÊ,7
City IslandåÊ,7
The GuardåÊ,7
CollegeåÊ,7
The Virgin SuicidesåÊ,7
Little VoiceåÊ,7
Miss MarchåÊ,7
Wish I Was HereåÊ,7
Simply IrresistibleåÊ,7
Veronica MarsåÊ            ,3
Hedwig and the Angry InchåÊ,7
Only the StrongåÊ,7
Goddess of LoveåÊ,3
Shattered GlassåÊ,7
NovocaineåÊ,7
The Business of StrangersåÊ,7
The Wild BunchåÊ,3
The WacknessåÊ,7
The Great Train RobberyåÊ,3
Morvern CallaråÊ,7
Beastmaster 2: Through the Portal of TimeåÊ,7
The 5th QuarteråÊ,7
The Flower of EvilåÊ,7
The GreateståÊ,7
Snow Flower and the Secret FanåÊ,7
Come Early MorningåÊ,7
Lucky BreakåÊ,7
JuliaåÊ,3
"Surfer, DudeåÊ",7
Lake of FireåÊ,7
11:14åÊ,3
Men of WaråÊ,3
Don McKayåÊ,3
DeadfallåÊ,7
A Shine of RainbowsåÊ,3
The Hit ListåÊ,3
EmmaåÊ            ,3
VideodromeåÊ,3
L'auberge espagnoleåÊ,7
Song OneåÊ,7
Murder by NumbersåÊ,3
Winter in WartimeåÊ,7
Freaky DeakyåÊ,3
The TrainåÊ,3
Trade of InnocentsåÊ,7
The ProtectoråÊ,7
Stiff Upper LipsåÊ,7
The InbetweenersåÊ            ,3
Bend It Like BeckhamåÊ,3
Sunshine StateåÊ,7
CrossoveråÊ,7
Khiladi 786åÊ,7
[Rec] 2åÊ,7
Standing OvationåÊ,7
The StingåÊ,6
Chariots of FireåÊ,0
Diary of a Mad Black WomanåÊ,0
ShineåÊ,3
Don JonåÊ,3
High Plains DrifteråÊ,3
Ghost WorldåÊ,7
IrisåÊ,7
GalaxinaåÊ,3
The ChorusåÊ,7
Mambo ItalianoåÊ,7
WonderlandåÊ,7
Do the Right ThingåÊ,3
Harvard ManåÊ,7
Le HavreåÊ,7
IrreversibleåÊ,7
R100åÊ,7
Rang De BasantiåÊ,7
AnimalsåÊ,3
Salvation BoulevardåÊ,7
The TenåÊ,7
A Room for Romeo BrassåÊ,7
HeadhuntersåÊ,7
GrabbersåÊ,3
Saint RalphåÊ,7
Miss JulieåÊ,3
Somewhere in TimeåÊ,3
Dum Maaro DumåÊ,7
Insidious: Chapter 2åÊ,8
Saw IIåÊ,8
10 Cloverfield LaneåÊ,8
Jackass: The MovieåÊ,8
Lights OutåÊ,0
Paranormal Activity 3åÊ,4
OuijaåÊ,0
A Nightmare on Elm Street 3: Dream WarriorsåÊ,0
The GiftåÊ,0
Instructions Not IncludedåÊ,0
Paranormal Activity 4åÊ,0
The RobeåÊ,3
The Return of the Pink PantheråÊ,3
Freddy's Dead: The Final NightmareåÊ,3
MonsteråÊ,3
"20,000 Leagues Under the SeaåÊ",3
Paranormal Activity: The Marked OnesåÊ,3
The Elephant ManåÊ,3
Dallas Buyers ClubåÊ,3
The Lazarus EffectåÊ,3
MementoåÊ,3
OculusåÊ,3
Clerks IIåÊ,3
Billy ElliotåÊ,3
The Way Way BackåÊ,3
House Party 2åÊ,3
The Man from Snowy RiveråÊ,3
Doug's 1st MovieåÊ,3
The ApostleåÊ,3
Mommie DeareståÊ,3
Our Idiot BrotheråÊ,3
RaceåÊ,3
The Players ClubåÊ,3
OåÊ,3
"As Above, So BelowåÊ",3
AddictedåÊ,3
Eve's BayouåÊ,7
Still AliceåÊ,3
The EgyptianåÊ,3
NighthawksåÊ,3
Friday the 13th Part VIII: Jason Takes ManhattanåÊ,7
My Big Fat Greek WeddingåÊ,2
Spring BreakersåÊ,7
Halloween: The Curse of Michael MyersåÊ,3
Y Tu MamÌÁ TambiÌ©nåÊ,7
Shaun of the DeadåÊ,7
The Haunting of Molly HartleyåÊ,7
Lone StaråÊ,7
Halloween 4: The Return of Michael MyersåÊ,3
April Fool's DayåÊ,7
DineråÊ,7
Lone Wolf McQuadeåÊ,7
Apollo 18åÊ,3
Sunshine CleaningåÊ,7
No EscapeåÊ,3
The BeastmasteråÊ,3
Solomon and ShebaåÊ,3
Fifty Shades of BlackåÊ,7
Not Easily BrokenåÊ,7
A Farewell to ArmsåÊ,3
The Perfect MatchåÊ,7
Digimon: The MovieåÊ,7
Saved!åÊ,7
The Barbarian InvasionsåÊ,7
Robin and MarianåÊ,3
The ForsakenåÊ,7
Force 10 from NavaroneåÊ,3
UHFåÊ,7
Grandma's BoyåÊ,7
Slums of Beverly HillsåÊ,7
Once Upon a Time in the WeståÊ,3
MadeåÊ,7
MoonåÊ,7
Keeping Up with the SteinsåÊ,7
Sea Rex 3D: Journey to a Prehistoric WorldåÊ,7
The Sweet HereafteråÊ,7
Of Gods and MenåÊ,7
Bottle ShockåÊ,7
Jekyll and Hyde... Together AgainåÊ,3
Heavenly CreaturesåÊ,7
90 Minutes in HeavenåÊ,7
Everything Must GoåÊ,7
Zero EffectåÊ,7
The MachiniståÊ,7
Light SleeperåÊ,7
Kill the MessengeråÊ,7
Rabbit HoleåÊ,7
Party MonsteråÊ,7
Green RoomåÊ,7
The Oh in OhioåÊ,3
Atlas Shrugged: Who Is John Galt?åÊ,7
Bottle RocketåÊ,7
Albino AlligatoråÊ,7
"Gandhi, My FatheråÊ",7
Standard Operating ProcedureåÊ,7
Out of the BlueåÊ,3
Tucker and Dale vs EvilåÊ,7
"Lovely, StillåÊ",7
TycoonåÊ,3
Desert BlueåÊ,7
DecoysåÊ,3
